id,title,reviews,goodness_enc
24,Kill Bill: Vol. 1,"['This is the movie he made after Jackie Brown. I thought I might just point that out. A big budget, larger scale action blockbuster. This is the one that would change the direction of Tarantino\'s films. And honestly, it might be my favorite besides Pulp Fiction.\r\n\r\nThis movie oozes with style and beautifully choreographed action. This movie has an anime section akin to Japanese anime. That\'s some cool stuff. Even the non-action parts are some really good stuff. Like the guy from the old Street Fighter movies as Hatori Hanzo and making the Bride\'s sword. And the fantastic soundtrack. The great opening scene where the Bride gets shot and then the somber ""Bang Bang"" by Nancy Sinatra plays. \r\n\r\nBut of course, the amazingly choreographed action makes this movie. A lot of it is showcased in the Crazy 88 fight and the few fights before it. It has some brilliant uses of the style. Of course, there\'s black and white which was actually used to avoid an NC-17, but works very effectively. And the beautifully shot battle between the Bride and O-Ren. No music really adds a lot to it. It\'s quiet and oh so effective compared to the loud blood fest of the Crazy 88. \r\n\r\nBut there\'s also the opening hand to hand fight scene with Vernita Green which is also very well edited. Very surprising scene as it is interrupted by Green\'s daughter coming home and then they talk. And it starts back again as quickly as it began and then ends once again with a knife to Vernita\'s chest. What a brilliant tension filled scene.\r\n\r\nThe movie also never takes itself too seriously. That\'s for the sequel. But the fun action and style leads the whole way. Also along with Buck, and other fun scenes. Lest we forget other great scenes like the whistle scene as Elle Driver comes to kill the Bride in her sleep. Or interrogating Sophie. ""These will be things you will miss."" I love it.\r\n\r\nHonestly, it might be the best action movie of the 2000s, at least for me. And Tarantino has a lot of my favorite movies. Maybe I enjoy his movies a bit too much. But even with that, it\'s one of the my favorites. Kill Bill Vol 1 gets a 10/10', 'Not so hush hush but very much on the QT.\r\n\r\nAfter being gunned down on her wedding day by her former colleagues, assassin Black Mamba (Uma Thurman) rouses from a four year coma with only one thing on her mind, revenge! Striking up a death list of five, she sets off for bloody retribution.\r\n\r\nQuentin Tarrantino writes and directs what is in all truth, a homage to all the cinema conventions close to his heart. Think an amalgamation of chop-socky, sexploitation, samurai, spaghetti Westerns, anime and cop shows of years past, and you get the heart of Kill Bill. A film that was so epic in scope it had to be cut into two films. What it lacks in Tarrantino dialogue dynamite it more than makes up for with action and astute visual flair. And it\'s bloody, very bloody. Thurman is great as the avenging Mamba/The Bride, while the inclusion of Sonny Chiba & Lucy Liu adds a touch of class as QT revels in his East meets West berserker narrative. It could have been trimmed down, particularly in the middle section where Tarrantino deals in a calm before the storm ideal, but Volume 1 was one of the most exciting movies of 2003, and most notably it shows Tarrantino to be adept at action directing. His action skills perhaps explains why the script doesn\'t crackle with the wit and panache of his previous offerings? You sense he wants more than the words ""fine writer"" engraved on his granite mined Curriculum Vitae.\r\n\r\nHugely enjoyable with a neat end of film cliffhanger, roll on part 2... 8/10', 'Uma Thurman as an anti-superheroine  \r\n\r\nRELEASED IN 2003 and written/directed by Quentin Tarantino, ""Kill Bill: Vol. 1"" is an action/thriller/fantasy starring Uma Thurman as The Bride who seeks vengeance on the team of assassins who betrayed her, a group of which she once belonged. Her journey takes her from El Paso to Pasadena to Okinawa. Vivica A. Fox, Lucy Liu, ravishing Julie Dreyfus and Michael Madsen appear as various assassins or accomplices.\r\n\r\n""Kill Bill” is a creative mish-mash of 60s-70\'s Bond-isms, Spaghetti Westerns and martial arts flicks, but with modern production values. It sometimes plays like a superhero movie in that The Bride is essentially an anti-superheroine who mows down literally armies of skilled fighters, e.g. the overly drawn-out B&W fight with the Crazy 88s. I loved the inclusion of Ennio Morricone\'s ""Death Rides a Horse.""\r\n\r\nOn the downside, there’s an overlong lame anime sequence and the characters lack substance and realism, but who can deny the film’s pizzazz? Sure, it’s style over substance, but it’s entertaining in a voguish, quirky way. Since both parts were meant to be ONE MOVIE, it’s mandatory to see “Vol. 2” to properly appreciate and appraise “Kill Bill.” The second part fills in the holes.\r\n\r\nTHE MOVIE RUNS 111 minutes and was shot in Texas, California, Mexico, Tokyo, Beijing and Hong Kong.\r\n\r\nGRADE: B/B- (6.5/10)']",1
25,Jarhead,[],0
28,Apocalypse Now,"[""**Ponderous, meandering epic with a few bright spots.**\r\n\r\nThis film is about a soldiers quest to find a renegade and insane Colonel (a bald Brando in an extended cameo)  who has hidden himself away in the depths of the jungle and is causing all manner of commotion.  Quite what it was - I can't remember, but it _was_ important enough to go down stream in search of him.\r\n\r\nSheen's character decides to head down river with his fellow soldiers and seek out the bald lunatic before its too late. Robert Duvall is hilarious as a war immune soldier - especially when a shell explodes near him and he merely gives it a disinterested glance. Amusing!\r\n\r\nOn the whole, though, this is a ponderous trip - the film seems to meander aimlessly with little to keep this viewer interested.\r\n\r\n\r\n- Ian Beale"", 'I think a lot of people who think this film is a classic are deranged, the only memorable scene in the film is when they drop exploding napalm and the guy in the hat says ""I love the smell of napalm in the morning"", the rest of the film is a completely boring bombshell and it\'s like the film was high on drugs as there\'s this one part where people are butchering a cow in the most grotesque way possible... poor cow, now I\'m offended by this film.\r\n\r\nThis film is just weird, the characters are not memorable at all not even Marlon Brando\'s character, the story is non-existent and the ending just sucks. Overall this film is absolutely terrible and I don\'t care what others think, I did not enjoy this film at all.', '***The greatest film ever made, but not ""Redux""***\r\n\r\nThe original ""Apocalypse Now"" is an awe-inspiring masterpiece and is my all-time favorite film. Memorable scenes abound, starting with the mind-blowing opening with Willard (Martin Sheen) having a mental breakdown in his sweltering Saigon hotel room to the tune of The Doors\' ""The End.""\r\n\r\nSpeaking of Sheen, people overlook the fact that he expertly carries the film. His haunting narration is one of the most effective narrations in cinematic history and hooks the viewer into the nightmare-adventure.\r\n\r\nI could go on and on about the noteworthy scenes, but I\'ll resist, except to comment on Col. Kurtz: Was he really insane or actually an unrecognized genius? General Corman informs Willard: ""He\'s out there operating without any decent restraint, totally beyond the pale of any acceptable human conduct. And he is still in the field commanding troops."" And, yet, Kurtz was accomplishing what the US military couldn\'t or wouldn\'t do because of political complications and niceties. I bring this up because, as I\'ve aged, I\'ve come to see that I\'M Col. Kurtz in some ways -- operating ""out there"" beyond the parameters and restrictions typically linked to my work.\r\n\r\nThe script was written by John Milius with alterations by Coppola as he shot the film while the narration was written by Michael Herr. The meaning of the story is obvious: The trip up the river led by Capt. Willard exposes him to two extreme viewpoints of war represented by the two colonels he encounters on his long journey, both of whose names start with \'K,\' which is no accident:\r\n\r\nCOL. KILGORE (Duvall) is a romantic who embraces war as a lifestyle and even feeds off it, i.e. glorifies it. The fact that he\'s a romantic can be observed in the air-raid on the village where he literally plays Wagner as a prologue. He feeds off the war to the extent that he ""loves the smell of napalm in the morning."" War is just another day to him so why not go surfing? Since he lives off of the war there\'s no way it can kill him or even give him a scratch. Kilgore naturally has the support of the top brass because he\'s part of the system and plays the game of war. \r\n\r\n COL. KURTZ (Brando), by contrast, sees through this hypocrisy. He realizes that being in a state of war is humanity gone mad. It\'s horror itself and therefore must be ended through the quickest means possible at whatever cost. He refuses to play the game of war as he expertly takes out double agents, etc. Of course the brass can\'t have this so they put out a hit on Kurtz via Willard. The existential Kurtz becomes increasingly disillusioned -- even crazy -- after jumping ship from the system and now has no sanctuary. Death is the only way out. His consolation is that Willard will tell his son the truth. \r\n\r\nThe ""Redux"" version was put together by Coppola and released in 2001 with the addition of 53 minutes of material that he originally cut. Very little of the added footage works. Most of it simply drags the film down; the rest is either boring and unnecessary or adds a dimension of silliness, not to mention being badly scripted and acted.\r\n\r\nThe first let down of ""Redux"" is revealed when Captain Willard hooks up with the boat and crew who are to escort him up the river to find Colonel Kurtz. In the original there\'s a water-skiing scene on the river which dynamically introduces us to the absurdities of every-day life in the field in Nam (with the Rolling Stone\'s ""Satisfaction"" blaring). In ""Redux"" this part is cut-and-pasted to an hour LATER in the film, horribly muting the original\'s introduction to life-in-the-field. (I realize WHY Coppola did this -- because the scene was originally intended to be shown AFTER the boat crew steal Kilgore\'s surfboard -- but he made the right decision to omit the board-theft scene and place the water-skiing scene near the beginning).\r\n\r\nThe introduction of Colonel Kilgore (Robert Duvall) in ""Redux"" is good. The charisma of this air cavalry colonel in all his swaggering glory is perfectly showcased in this brief snippet; but the scene\'s so brief it\'s unessential.\r\n\r\nFour main new sequences definitely DON\'T work: The scenes involving the theft of Kilgore\'s surfboard are silly, badly scripted and unnecessary. In fact, they ruin Kilgore\'s perfect swan song in the original. Moreover these scenes reveal a goofy side to Willard that ruin his grim mystique in the original.\r\n\r\nThe additional bunny sequence during the rain storm is also silly and unnecessary; it\'s a huge letdown even if your sole desire is to see some more skin.\r\n\r\nThe longest added sequence involves the French plantation mentioned in the 1991 documentary ""Hearts of Darkness - A Filmmaker\'s Apocalypse."" Small bits of this piece work and enrich the film (like the ghostly discovery of the plantation), but on a whole it\'s too long & talky (where it\'s impossible to understand the heavily-accented dialogue without subtitles) and simply bogs the film down.\r\n\r\nThe final added scene that is unnecessary and reduces the potency of the original film is the sequence involving Kurtz reading a couple Time magazine articles to the caged Willard. This is the FIRST and ONLY time in the picture that we get to see Kurtz CLEARLY in broad daylight, and it destroys the great mystique of the character that was so perfectly built up in the original. In this scene we plainly observe that Kurtz is just some fat dude suffering a mild case of jungle madness.\r\n\r\nSo Coppola made the right decisions with his original 1979 edit of the film. The new footage of ""Redux"" should\'ve simply been relegated to the ""deleted scenes"" section of the DVD. Not every idea that is birthed during the creative process is worthy of the final product and ""Redux"" proves it.\r\n\r\nGRADE: Original version: A+ ; Redux: C+', ""It wasn't just insanity and murder, there was enough of that to go around for everyone.\r\n\r\nApocalypse Now is directed by Francis Ford Coppola who also co-adapts the screenplay with John Milius from Heart of Darkness written by Joseph Conrad. It stars Martin Sheen, Marlon Brando, Robert Duvall, Laurence Fishburne, Dennis Hopper, Harrison Ford, Frederic Forrest, Sam Bottoms and Albert Hall. Cinematography is by Vittorio Storaro and the music is primarily arranged by Carmine Coppola.\r\n\r\nThe Vietnam War and Captain Benjamin L. Willard (Sheen) is approached by American intelligence to go on a secret assignment: he's to follow the Nung River into the remote Cambodian jungle to find and assassinate Colonel Walter E. Kurtz (Marlon Brando), a member of the US Army Special Forces who has gone insane.\r\n\r\nOne of the most talked and written about films of all time, Apocalypse Now remains to this day a harrowing and haunting experience to first time viewers. With a production shoot that has in itself become legendary, Coppola's flawed masterpiece has been dissected and argued over to within an inch of its magnificent life. People will continue to write about it for ever more it seems, perhaps there might even be the odd new confrontational spin on what resides within? But ultimately it's what the individual takes away from the film that matters, our own interpretations key to the enjoyment of such a disturbing vision of war and violence.\r\n\r\nMany of the set-pieces, dialogue and characters have long since passed into folklore, and rightly so. The Ride of the Valkyries helicopter assault, Kurtz's surreal death camp, the boat people massacre, purple haze, the playmates, Kilgore, and of course the horror, the horror..indeed. The performances match the quality of Storaro's sumptuous Philippines photography, Sheen is fiercely committed and Duvall and Hopper in turn are powerhouse and edgy. While Brando, doing his own bizzaro thing in the last third, brings a little chaos unintentionally in keeping with the madness at the heart of this particular darkness.\r\n\r\nPersonally that last draggy third does stop it from being a complete genius type whole, but everything up to it is so damn good it's arguably churlish to expect perfection? But as near perfection movies go, Apocalypse Now proudly sits with the best of them, sitting there with a harrowed look upon its face. 9/10""]",1
33,Unforgiven,"[""Quite easily the finest western ever made and very close to the greatest film ever made. It won loads of Oscars and other film awards in 1993, but it still should have won more. \r\nTalk about a man at his peak ? This has Clint Eastwood, Gene Hackman, Richard Harris, Morgan Freeman and virtual rookie, Jaimz Woolvett as The Schofield Kid, all putting in magnificent, career defining performances. Not to mention the bit players who all add to this stunningly captivating film.\r\n\r\nWeak points ? There are none. Every frame is a gem. It has plenty of dark humour. A few touching moments where you would think it wasn't possible. Sadistic and brutal fight scenes and then it has Clint Eastwood riding into town for the final terrifying, yet totally satisfying, showdown.\r\n \r\nHow Al Pacino (The Scent of a Woman) beat Clint to Best Actor in 1993 is a mystery of modern times. Right up there with how The Shawshank Redemption didn't win anything of note in '95 but is now regarded as possibly the greatest film of all time by many people."", 'That\'s right. I\'m just a fella now. I ain\'t no different than anyone else no more.\r\n\r\nWilliam Munny (Clint Eastwood taking the lead and directing the piece) is an old and retired gunman whose past misdemeanours would make the devil himself seem tame. Widowed and struggling to raise his two children on a paltry farm, he\'s tempted out of retirement for one last pay dirt job, the consequence of which provides violence - both physically and of the soul.\r\n\r\nClint Eastwood signed off from the Western genre with this magnificent 1992 picture, the appropriation and irony of which is in itself a majestic point of reference. After the script had been knocking around for nigh on twenty years (written by Blade Runner scribe David Webb Peoples), Eastwood seized the opportunity to play William Munney and lay bare the mythologies of the Wild West. What is most amazing about Unforgiven\'s screenplay is how we the audience are firmly on Munney\'s side, we are, incredibly, influenced by Eastwood\'s part in the history of the Western. In spite of Munney\'s obvious murky past (despicable crimes they be), we wait (and hope) for Munney to make a quip and way-lay the bad guys - actually, salivating at the prospect is probably closer to the truth. So it\'s with enormous credit that Eastwood, and his magnificent cast and crew, manage to fuddle all our respective perceptions of the West and the characters we ourselves have aged with. It\'s not for nothing that W.W. Beauchamp (Saul Rubinek) is the critical character that nobody expected. Beauchamp is a writer of penny pulpy novels that tell of derring-do heroics, gunslingers with a glint in their eye and death dealt like an heroic encore, this gives Unforgiven an excellent sleight of hand, for this West is grim and a destroyer of all illusions.\r\n\r\nEastwood is greatly served by the actors around him, Morgan Freeman, Gene Hackman (winning the Best Supporting Actor Oscar for a script he turned down many years before!), Rubinek, Frances Fisher, Anna Thomson, Jaimz Woolvett and an incredible cameo from Richard Harris. Along with Hackman\'s win for his brutally tough portrayal of Sheriff ""Little Bill"" Daggett, Unforgiven also won Oscars for Eastwood for his clinically tight direction, Best Picture, Best Editing and it was nominated for in another five categories. One of those nominations was for Jack Green\'s cinematography, which now, in this age of High Definition enhanced cinema, can be seen in all its wonderful glory. The Alberta location is magically transformed into the Western frontier, with the orange and brown hues a real treat for the eyes. Ultimately, though, Unforgiven is a lesson in brilliant film making, across the board it works so well, why? Well because the man at the helm knows this genre so well, having been its sole flag bearer for practically 25 years, and learning from his peers, Eastwood has crafted a thematically complex piece that for all its violence, debunking and melancholy pulse beats, is a film that is as beautiful as it is most assuredly stark, an incredible and true highlight of modern day cinema. 10/10', 'That\'s right. I\'m just a fella now. I ain\'t no different than anyone else no more.\r\n\r\nWilliam Munny (Clint Eastwood taking the lead and directing the piece) is an old and retired gunman whose past misdemeanours would make the devil himself seem tame. Widowed and struggling to raise his two children on a paltry farm, he\'s tempted out of retirement for one last pay dirt job, the consequence of which provides violence - both physically and of the soul.\r\n\r\nClint Eastwood signed off from the Western genre with this magnificent 1992 picture, the appropriation and irony of which is in itself a majestic point of reference. After the script had been knocking around for nigh on twenty years (written by Blade Runner scribe David Webb Peoples), Eastwood seized the opportunity to play William Munney and lay bare the mythologies of the Wild West.\r\n\r\nIt\'s striking that the makers here have lured us in to being firmly on Munney\'s side, we are, incredibly, influenced by Eastwood\'s part in the history of the Western. In spite of Munney\'s obvious murky past (despicable crimes they be), we wait (and hope) for Munney to make a quip and way lay the bad guys - in fact salivating at the prospect is probably closer to the truth. So it\'s with enormous credit that Eastwood, and his magnificent cast and crew, manage to fuddle all our respective perceptions of the West and the characters we ourselves have aged with. \r\n\r\nIt\'s not for nothing that W.W. Beauchamp (Saul Rubinek) is one of the critical characters on show, this even though we didn\'t expect that to be the case. Beauchamp is a writer of penny pulpy novels that tell of derring-do heroics, gunslingers with a glint in their eye who deal death as some sort of heroic encore. This gives Unforgiven an excellent sleight of hand, for this West is grim and a destroyer of all illusions and it\'s not controversial to say that this is indeed a good thing.\r\n\r\nEastwood is greatly served by the actors around him, Morgan Freeman, Gene Hackman (winning the Best Supporting Actor Oscar for a script he turned down many years before!), Rubinek, Frances Fisher, Anna Thomson, Jaimz Woolvett and an incredible cameo from Richard Harris. Along with Hackman\'s win for his brutally tough portrayal of Sheriff ""Little Bill"" Daggett, Unforgiven also won Oscars for Eastwood for his clinically tight direction, Best Picture, Best Editing and it was nominated in another five categories. One of those nominations was for Jack Green\'s cinematography, which now, in this age of High Definition enhanced cinema, can be seen in all its wonderful glory. The Alberta location is magically transformed into the Western frontier, with the orange and brown hues a real treat for the eyes.\r\n\r\nUltimately though, Unforgiven is a lesson in adroit film making, where across the board it works so well. Why? Well because the man at the helm knows this genre inside out, he was after all the sole flag bearer for practically 25 years. He learnt from his peers, and thus Eastwood has crafted a thematically complex piece that for all its violence, debunking and melancholy pulse beats, is a film that is as beautiful as it is most assuredly stark. An incredible and true highlight of modern day cinema, regardless of being a genre fan or not. 10/10']",1
35,The Simpsons Movie,"[""I've never been particularly invested in _The Simpsons_. This movie didn't turn me around on that. I could stand watching it, Hell, this was actually the **second** time I've seen it, but I assure you, it was not for my own enjoyment I did so.\r\n\r\n_Final rating:★★ - Definitely not for me, but I sort of get the appeal._""]",1
38,Eternal Sunshine of the Spotless Mind,"['Fresh and surprising with great script, dialogues and cut. The cast is also fantastic.', '***Inventive drama/romance with Jim Carrey, Kate Winslet and so much more***\r\n\r\nA man (Jim Carrey) discovers that his babe (Kate Winslet) had her memory of their relationship removed via the medical procedures of an innovative company. He decides to get the surgery as well, but as the technicians (Mark Ruffalo & Elijah Wood) conduct the procedure he changes his mind! Can he escape with his memory intact and possibly save the relationship? Tom Wilkinson plays the doctor and Kirsten Dunst the secretary.    \r\n\r\n“Eternal Sunshine of the Spotless Mind” (2004) is a drama/sci-fi/romance hybrid that’s so confusing during its first half that it fails to captivate (and is even annoying) but, if you persevere, everything starts making sense by the midpoint, ushering in an entertaining and insightful second half. The movie’s depth naturally makes it improve on repeat viewings wherein it’s more understandable as you put the pieces together.  \r\n\r\nViewers who complain that a certain person is too dramatic, selfish and high maintenance to put up with for more than a month didn’t get the closing moral, which is both true and profound: Couples can (and should) realize the flaws of their mate, which they genuinely don\'t like, but it\'s ""Okay."" That\'s true love.\r\n\r\nThere are also unexpected peripheral gems on unethical behavior in a supposedly professional environment, secret relationships, discarding unwanted skeletons, and more. Lastly, curvy, vivacious Winslet shines and it’s nice to see Carrey in a serious role.\r\n\r\nThe film runs 1 hour, 48 minutes, and was shot in the New York City area (Yonkers, Montauk, Mount Vernon, Manhattan and Brooklyn).\r\n\r\nGRADE: A-']",1
55,Amores perros,[],0
58,Pirates of the Caribbean: Dead Man's Chest,[],1
59,A History of Violence,"[""Probably Cronenberg's most mundane work, but that's not even remotely a knock against _A History of Violence_. I hear tell that fans of the comic don't much like this big screen re-telling, but I've never read it, so I'm gonna go ahead and really enjoy it anyway.\r\n\r\n_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._""]",0
62,2001: A Space Odyssey,"['There are many great predictions hinting to future (it is from 1968 - can you believe it?) innovations throughout the movie. I might not have found all them because I keep falling asleep while watching it but I will keep trying to find them all.', 'I believe that we should call it a modernism show, albeit exhibited in the form of a movie. While it might feel ""boring"", it forces you to rethink what philosophical level that a two-hour film can achieve. The focus on questions about life, intelligence, and time, is worth more attention than the sci-fi part (though the special effect of this movie is already way ahead of its time).', ""The eighth wonder of the world. Easily 30+ viewings since I was a little kid. Nothing new to say here; simply wanted to add another pair of hands to the ocean of applause for my absolute favorite thing, the only indisputably perfect movie, the answer to the question of Is Life Worth Living, Man's greatest achievement, two thousand one a burger-flipping space odyssey"", 'I got this movie recently when it came out on Ultra HD Blu-ray simply because it was missing in my collection and, being a Sci-Fi fan, missing 2001 in my collection simply would not do. It is a movie that was made to rely almost entirely on the visuals. It could be said that it is a visual symphony if that makes sense. Thus it was filmed on 70 mm film and in 6 channel stereo which, at the time was a huge thing. Thanks to this it actually made some sense to transfer this movie to Ultra HD Blu-ray since the originals were really good enough even though the movie was made in 1968.\r\n\r\nI remember watching this movie as a kid and was profoundly disappointed. I thought come on, where’s the adventure, not to mention any form of action? Today I can more appreciate it for what it is. A visually stunning movie. I also can more appreciate the fact that the movie is trying to be scientifically accurate instead of going all out on the fiction part. The parts where gravity, or rather the lack thereof, was portrayed, that was really high tech movie making at the time. I also noticed now, when re-watching it, that all the screens are actually flat which also was really far in the future at the time. Actually it was still pretty much in the future back in 2001.\r\n\r\nHowever, even today, I have to say that I find the movie excruciatingly boring. It is two and a half hour long and it moves very, very slowly. It takes 50 minutes of movie time before we actually get to the main part of the movie and get onto the Discovery for instance. No matter how great the visuals are, there’s only so much boredom I can stand before it starts to get to me.\r\n\r\nIn the last 30 minutes or so the movie starts to become very psychedelic. The part where Bowman is pulled into the vortex, the stargate, is going on forever and in the end it just becomes a blur of headache inducing color effects. The final parts of the movie with the three Bowmans of different ages is just weird.\r\n\r\nSo,as this is a non-professional and personal take on the movie I cannot really motivate more than 3 out of 5 stars.\r\n\r\nI hadn’t actually planned to review this movie. Everything has really already been said about it but I could not refrain after having read this crap at Rotten Tomatoes:\r\n\r\nCritics Consensus: One of the most influential of all sci-fi films — and one of the most controversial — Stanley Kubrick’s 2001 is a delicate, poetic meditation on the ingenuity — and folly — of mankind.\r\n\r\nIt’s pretty well known that Rotten Tomatoes is the absolutely worst movie rating site around and the so called “critics” are useless culture elite morons with an over-inflated opinion about themselves at best and politically motivated SJW asswipes at worst but still.\r\n\r\nWhat the hell is controversial about it? Reality check, there’s really nothing controversial about it at all. It is just a fictional story in the future. Then we have that crap “the folly”. What bloody folly? If anything the movie shows a much better future  than what we got. A future where the politicians apparently promoted advancement of science and space exploration which is the direct opposite to the money and oxygen wasters we have today.\r\n\r\nSure, if you indulge too much in smoking funny mushrooms or are politically motivated you can probably “interpret” the hell out of any movie and “find” whatever message you want but it is still bullshit.\r\n\r\nWell, that was my (controversial?) take on 2001.']",1
